ativo,conselho,cpf,documento_conselho,email,especialidade,especialidade_id,foto,fornecedor_id,nome,profissional_id,rqe,sexo,sys_user,tratamento,uf_conselho
False,Impressor,275.649.031-80,qn-1889161,leandrolima@carvalho.org,Cardiologia,1,https://www.lorempixel.com/259/224,f025ea13-8dd4-45c7-8d2b-6568f7ad6a86,Caroline Caldeira,44ea79ae-d7b3-48c8-b41e-955bf3a1ffa8,58589,F,limamarcela,Tratamento A,AP
True,Aviador,237.096.581-95,sv-2594382,milenasales@gmail.com,Ginecologia,2,https://placeimg.com/833/569/any,826d8cdd-8adc-41f7-8e13-300b8e66a1bd,João Vitor Freitas,61c405cf-cba3-485c-b823-61094fa4b9a9,59774,M,marcos-vinicius43,Tratamento A,RN
False,Roteirista,143.907.582-41,Gn-2561372,duarteluiz-felipe@almeida.br,Cardiologia,3,https://placekitten.com/874/880,dea4b690-7e35-4053-9673-05e0f4a5366d,Bárbara Gonçalves,575888c2-55be-4184-af79-03ae5e5a852e,64919,F,tpires,Tratamento B,MT
False,Tecnólogo em produção moveleira,418.096.357-48,TG-2529786,nascimentorodrigo@da.br,Ortopedia,2,https://dummyimage.com/61x296,8c7e8335-e7f8-430f-ac29-e8580f4a04b4,Dr. Antônio Moura,e31da48f-417a-4baf-9545-27a9220eb2db,49658,F,julianacastro,Tratamento A,PI
True,Notário,684.127.903-40,QS-0454872,ocaldeira@bol.com.br,Cardiologia,3,https://placeimg.com/853/358/any,d739c908-c63a-433c-a3fa-23980b0aef8f,Dra. Mirella Barros,fcaf43d4-1671-4442-89e9-08102c6d61e6,54664,M,isismendes,Tratamento A,PE
True,Engenheiro de computação,342.685.091-51,XX-4843453,anasantos@uol.com.br,Cardiologia,3,https://www.lorempixel.com/643/1004,0bb7109c-7ee9-4c08-9983-8fdabf59d654,João Lucas Castro,b7a76caa-3b48-4d8d-a0ff-cfada388dfd5,74136,M,breno48,Tratamento A,RS
True,Físico,249.581.736-09,pg-3360378,rezendenicole@bol.com.br,Ginecologia,5,https://www.lorempixel.com/679/793,27369d7a-4598-4dd4-9dc0-628588456eb7,Sra. Caroline Rocha,6c34b08f-334c-4e9c-acfb-2aa8854f3de3,80499,M,jda-cruz,Tratamento A,PB
False,Meteorologista,961.258.730-21,Al-7360531,joao-lucasda-rosa@ramos.net,Cardiologia,3,https://placekitten.com/935/979,6ba560ed-92d3-4e61-a393-3690fadcdc25,Catarina Gonçalves,cfb79ad3-e75c-4595-a4d0-f5080f936147,50584,M,zda-cunha,Tratamento A,BA
True,Contramestre em transporte marítimo,538.607.942-56,jq-2548260,almeidaluiz-felipe@bol.com.br,Dermatologia,4,https://placekitten.com/678/18,d6f93e2d-224a-450f-802f-558781c4a6db,Evelyn Mendes,bdea458b-8f46-4d3d-bb65-b098cecc04eb,20974,F,lopeseduarda,Tratamento A,RJ
False,Presidente da República,806.195.234-33,Mx-6576397,wviana@silveira.br,Ginecologia,5,https://placekitten.com/113/84,d393bc10-f7d2-4aa3-9cf1-1af4296e7b80,Sr. Paulo Costa,902aab52-1637-4904-9c0e-957ed902d6e7,50735,M,maria-ceciliaduarte,Tratamento C,DF
True,Bóia-fria,938.172.640-03,rr-4112986,sophiasilveira@uol.com.br,Pediatria,2,https://www.lorempixel.com/68/362,65ef9453-bebe-4401-baaa-23d1c5de6ca8,Sr. Luiz Miguel Viana,f35283ac-0591-4319-bf07-ec285834ad3e,39105,F,da-rochajoao-guilherme,Tratamento B,MT
False,Cambista,297.358.641-00,Hq-8978912,miguel79@ig.com.br,Dermatologia,3,https://placekitten.com/710/515,d66d09ca-b31f-4a7f-aa80-813686dda392,Luiz Gustavo Nunes,ca9c38e9-a8ab-444e-acab-f6346d142e2a,23093,F,oda-costa,Tratamento B,PR
True,Pecuarista,251.937.684-82,kI-4161332,cramos@azevedo.com,Cardiologia,5,https://placeimg.com/909/379/any,f7f797f1-60c2-406c-bfe7-44e399b5f80d,Clarice Rocha,c9630823-0040-40a0-bf62-8a38bc99a196,24469,M,nporto,Tratamento C,MT
True,Clarinetista,159.620.734-52,Tr-7767802,ana-vitoriasilva@uol.com.br,Dermatologia,3,https://placeimg.com/713/526/any,f3e23cea-3b8f-462a-9f5c-c4d4f91f9784,Isaac Silveira,51eb960d-86d7-420c-a94c-f6a3ae041f4b,41525,F,teixeiramelissa,Tratamento C,AP
True,Designer de moda,450.739.261-61,GY-4274415,beatriz15@gmail.com,Ginecologia,5,https://placekitten.com/646/33,21279c82-8e34-486d-829c-fde475d753aa,Ana Vitória Azevedo,1f90f2ae-8298-4ebe-9c11-598505cf102a,16465,M,emanuel59,Tratamento A,PE
False,Médico cirurgião,208.471.953-41,LQ-3884369,unovaes@da.com,Ginecologia,2,https://placeimg.com/649/846/any,0cd42a4b-c211-49b3-a6d0-e4c66045d151,Helena da Luz,a64ceefd-bc92-4d24-9a75-f9e0950c0cd1,18107,F,ana-vitoriarocha,Tratamento B,ES
True,Fundidor de placa de gesso,396.740.258-47,Kh-1154551,livia81@teixeira.br,Pediatria,5,https://placeimg.com/664/365/any,63c84f50-143e-481c-869a-54bb15faae3c,Juan Oliveira,93f328a7-d5c4-4298-b366-227e1d5b366a,35230,M,cunhabryan,Tratamento B,MA
True,Ilustrador,965.324.701-80,Pa-6304136,silvanicolas@sales.org,Cardiologia,5,https://dummyimage.com/671x954,9882b993-6028-4968-a2a8-ecca773a0f1a,Maria Clara Fogaça,6d40b6fd-7914-46b1-85b6-ac52ad891a0d,94362,M,mariana06,Tratamento C,MG
False,Cobaia Médica,158.649.732-46,SS-2879199,karaujo@caldeira.org,Dermatologia,4,https://www.lorempixel.com/533/678,b266c99f-8d37-45a1-855b-7e3a69c99021,Luiz Gustavo Vieira,f0204ae7-cbaf-4819-8df8-689411eec2a7,64682,M,gjesus,Tratamento C,AL
True,Investigador de Polícia,893.025.671-68,Vz-2432765,maria-vitoriamelo@ig.com.br,Dermatologia,3,https://www.lorempixel.com/1004/269,30b30504-d6dc-49ce-a080-c0baca8d90f4,Marcela Campos,5cc10900-f7bb-4ad5-9c84-d7eee7e36ef8,57047,F,da-cruzjulia,Tratamento A,AP
True,Desenhista,154.862.790-94,mv-4889623,juliana06@hotmail.com,Cardiologia,2,https://placeimg.com/309/348/any,e94c3602-125f-425c-ad28-2606c60d018b,Emanuel Almeida,cc73ff3a-a2a6-4d85-9a4a-4c608df92ff5,87340,F,vinicius28,Tratamento A,RN
True,Ortopedista,261.897.304-69,dY-7708680,eduardo34@ribeiro.com,Ortopedia,1,https://www.lorempixel.com/1008/134,b9ef4e96-b4e7-4a6f-b26b-d122fa6b4d75,Thales da Cunha,a63b6cdd-ac02-4fb3-ae03-aae98254e78f,51538,F,cecilia73,Tratamento C,AL
False,Açougueiro,265.017.943-07,cP-6479835,pda-rocha@barros.com,Cardiologia,1,https://www.lorempixel.com/347/229,bf51c285-4721-489e-859f-9a430dea290b,Ian Barbosa,29bfde0c-c1b3-4188-9b1d-62edc6f38167,34462,M,andrecunha,Tratamento C,PA
True,Profissional de áudio,014.583.297-04,fd-0657793,da-motaclara@gmail.com,Ortopedia,2,https://placeimg.com/112/682/any,23c488b6-1951-46fd-8fd0-82d9b0c5aacc,Stella Barros,8d9fe7af-8e8d-47a5-999e-0517ed9e5c81,70807,M,marina37,Tratamento C,CE
True,Diagramador,978.206.413-04,Mc-1320357,alexia65@ig.com.br,Ginecologia,3,https://placekitten.com/446/448,983146d4-34e1-4dbf-b89c-7e6cc64c76df,Fernanda Freitas,e4acd294-e1bc-400e-a04f-45d2c7eca7c7,11438,M,joao-gabriel98,Tratamento C,MA
False,Radioterapêutico,605.912.847-58,pK-8386124,pereiraagatha@uol.com.br,Dermatologia,3,https://placeimg.com/945/976/any,8c200bc5-b4a9-4373-8902-d0cdfece42a5,Miguel da Rocha,b10c521f-7d69-4f5a-90fb-35d57189b2b0,91106,F,lopesisabella,Tratamento A,GO
True,Manobrista,794.836.501-00,mg-8685505,martinsguilherme@bol.com.br,Ortopedia,2,https://dummyimage.com/219x541,3cae2f83-8beb-47d3-8ce9-7d90bf96f098,Giovanna Teixeira,200e464a-985a-41ba-b048-3a7ce1fcd695,95564,M,jgomes,Tratamento C,ES
False,Profissional de recursos humanos,465.802.193-51,Sh-0341765,pedroteixeira@melo.net,Pediatria,5,https://placeimg.com/85/879/any,5fb7da3b-3627-4c1b-988b-878795858275,Olivia Dias,f0922421-2f68-408d-8b79-2d4b6ed21617,43041,F,csilva,Tratamento A,SP
False,Contra regra,802.196.357-30,VU-4388961,xduarte@ig.com.br,Dermatologia,3,https://www.lorempixel.com/736/687,ef6f813a-8306-4feb-bf3c-ca3c4d08103c,Raquel Gonçalves,9067a867-d8d6-4d40-9eb7-2570bf597ba4,65884,F,rodriguessabrina,Tratamento A,MS
False,Lubrificador de máquinas,764.058.123-08,ka-0642491,ian49@rezende.com,Cardiologia,3,https://placekitten.com/455/217,060ec529-4072-462d-ac06-1835c597db2e,Luiz Fernando da Rocha,106ffe1c-6b4b-431e-aab8-d6a5fb6641d8,29087,F,melohelena,Tratamento B,RN
False,Radiologista,687.295.104-49,em-8598852,moraeseduarda@das.br,Pediatria,5,https://placeimg.com/777/399/any,48ae99c4-1dd1-4ac3-99d0-fc9323dea3a8,Lorenzo Fogaça,76244045-87dc-4ccf-b53b-178b29ed563c,36838,F,franciscoduarte,Tratamento C,AL
True,Atleta de canoagem,083.126.947-22,fd-5762945,lda-mota@uol.com.br,Pediatria,5,https://placeimg.com/581/742/any,e84dcb8e-f591-44a9-96bc-2d5a2e54ac32,João Miguel Monteiro,a0ae6d71-f35b-4ea5-8a28-d4da5791bec8,27497,M,bsilveira,Tratamento B,CE
True,Nutrologista,674.120.853-44,Jd-9056401,caue69@vieira.br,Ortopedia,4,https://dummyimage.com/894x275,c46c39c5-b876-4a09-aa88-d81a5eb862e3,Luiz Fernando Fernandes,5354c7c0-9174-45ed-9a94-4d6c5c0812d6,40620,M,ycunha,Tratamento A,ES
False,Estoquista,698.710.543-00,BN-3605889,da-rosalavinia@araujo.br,Dermatologia,5,https://placeimg.com/575/919/any,efb4de72-17c8-4f86-a8e7-2e8cc9857fa2,Theo Silva,24a59cf5-e9aa-4c64-8fc7-ff8099891358,57406,F,kcorreia,Tratamento B,PB
True,Webmaster,956.320.718-12,ck-7331566,stella79@ramos.net,Dermatologia,2,https://dummyimage.com/613x911,499a4cbc-ff3d-4f61-9d62-8b3f2e669337,Vitor Viana,43994a3d-6884-4784-be4c-f9dd7ab3c829,25395,F,davi-luiz02,Tratamento A,AM
False,Seringueiro,106.789.324-50,Lv-9933674,pietra99@ig.com.br,Cardiologia,1,https://dummyimage.com/530x368,92ef2ec3-c0c9-4fb7-bccd-caff8ae89b46,Maria Cecília Rodrigues,6de7af96-2fde-4e5f-9b18-de1ffc51400c,96390,F,gfreitas,Tratamento C,MA
True,Dogueiro,973.851.026-03,le-0282691,ana-clarada-rosa@hotmail.com,Ginecologia,5,https://placeimg.com/28/171/any,fdb6f20a-52b3-4a27-9da8-9de2bc1025bc,Cauã Ferreira,0d2bd33e-b8e8-4632-924b-0c97c6b3305c,15439,M,jesuspedro,Tratamento C,SE
False,Coloproctologista,742.960.513-34,VX-3845759,ccaldeira@souza.br,Pediatria,4,https://www.lorempixel.com/76/16,c4c56946-121e-4e87-9a7d-f5c04aff3f2e,Anthony Melo,9aec1b3d-4913-44e5-81bc-8b4f5088ede9,22291,M,isabellydas-neves,Tratamento C,SC
False,Profissional de relações públicas,218.705.943-04,Dp-7777033,bianca58@yahoo.com.br,Dermatologia,2,https://placeimg.com/123/695/any,2f38e902-69da-4857-be73-32c89dd7f4b5,Benício Mendes,dc9fe728-ddb6-41e7-83bc-223d2e6e5705,22410,F,portoeloah,Tratamento B,ES
True,Bioquímico,971.856.423-37,pH-2104294,monteiropaulo@da.br,Ortopedia,3,https://dummyimage.com/129x231,beb12071-3ce5-4358-8df4-968bf93d276c,Breno Barbosa,7d770d99-4ec0-4c65-be6a-4ec83b9fc02d,38068,F,brunadias,Tratamento B,RR
True,Afiador de ferramentas,729.604.815-85,BN-7987342,eloah71@gmail.com,Ginecologia,2,https://placekitten.com/75/162,d71502cc-3591-4d60-9016-3bb9f30be7e2,Luiz Gustavo Nogueira,d0b54c03-81d6-4865-b46d-209248cd0306,26412,F,rochalivia,Tratamento B,PB
True,Plastimodelista,328.609.741-13,Fd-5053693,maria-cecilia85@uol.com.br,Dermatologia,5,https://dummyimage.com/1003x299,bf5c97b2-b7b4-456e-bc16-542f921ef58b,Dr. João Felipe Pinto,e26a9f4c-5d3b-41c8-9ea5-a7632ae3dc23,94214,M,lopesjulia,Tratamento B,GO
True,Publicitário,264.713.059-07,Kc-3662500,eduardo83@ig.com.br,Dermatologia,3,https://placeimg.com/1006/25/any,e56d3b2f-5338-42cf-baaf-897fa5c40f18,Maria Clara Alves,1b080f6c-2cf2-442d-ba03-912a5e04fa0e,92331,M,pvieira,Tratamento B,PB
False,Diretor de cinema,374.691.085-48,ul-4601742,gomesjulia@bol.com.br,Pediatria,1,https://placeimg.com/983/603/any,a707729f-d53d-4195-9ce1-b793a7ecac42,Pedro Miguel Azevedo,98cddaef-76c1-4300-aa3c-c6715ea62b16,29261,F,marianabarros,Tratamento A,AL
True,Chaveiro,384.951.276-28,qc-5058661,maria-cecilia45@bol.com.br,Ortopedia,4,https://dummyimage.com/481x433,d0645ae5-bce6-4bac-a001-9a442504fbc6,Emilly Ramos,81354801-1ba9-4c50-967f-43d5311ffdfa,24735,F,cardosoana-laura,Tratamento A,MA
True,Engenheiro de computação,936.285.147-46,WK-3147418,miguel80@bol.com.br,Ortopedia,4,https://dummyimage.com/967x82,1b01491a-ac11-4420-a7a2-e5e99aee396d,Cauê Nunes,fb3754b1-7365-4495-a98e-81702b27151b,73772,M,vitorsantos,Tratamento C,SC
False,Numerólogo,072.951.483-88,Vw-9979832,uda-cruz@gomes.br,Cardiologia,3,https://placekitten.com/295/701,f1970559-6ba3-4953-a851-9b60076b31da,Davi Luiz Dias,1fc0d717-f057-4d6b-983c-468799e94618,67003,M,pereirarafael,Tratamento C,CE
True,Engenheiro de horticultura,694.312.807-87,sQ-7448807,zcardoso@moraes.net,Cardiologia,4,https://www.lorempixel.com/391/482,9292d763-0c6a-40e9-aee1-0ee4274c5284,João Vitor Araújo,183b30f5-86d7-4e48-9613-2165fef2e84f,43138,F,gpires,Tratamento A,RN
False,Auditor,156.283.907-12,kS-0968027,thiagoazevedo@carvalho.com,Dermatologia,4,https://www.lorempixel.com/864/961,6e6a71e0-9231-4285-9e7f-0f6eb38ba1d2,Yasmin Teixeira,3dd7f45b-c82b-490f-a7d1-131d842e4de7,53470,F,luiz-henrique52,Tratamento B,MT
True,Historiador,125.739.406-16,nI-5181623,guilherme73@uol.com.br,Ginecologia,1,https://dummyimage.com/519x216,582c0e5f-ec19-48c8-a07e-a041552f6e89,Emanuella Rodrigues,1b0f850e-b8b9-44f1-913c-ccc240a6f05d,81881,M,gcarvalho,Tratamento C,SP
False,Agente de viagens,532.048.769-00,kJ-5107502,rochaana-livia@hotmail.com,Ortopedia,3,https://placeimg.com/237/877/any,7db5331e-5502-4367-a752-43035decb99e,Leonardo da Paz,776d3665-b8a8-4120-91e5-8c322c2e93f0,45718,F,mcunha,Tratamento A,SC
False,Treinador,408.537.269-65,lE-8544169,jalves@porto.net,Ginecologia,2,https://www.lorempixel.com/24/125,53eecae9-7ae6-4146-9ad9-1f4f19a635f6,Cauã Pereira,65052b34-5093-4df8-ac05-090727a2c217,27093,F,rcaldeira,Tratamento B,AP
False,Telefonista,530.827.619-68,Zz-8254880,rafaela92@yahoo.com.br,Dermatologia,1,https://dummyimage.com/654x702,80909d39-785d-4168-bab1-0718687293a6,Maria Sophia Almeida,1dd03483-a594-4374-90ae-e82bfa97c3fc,32343,M,elisa41,Tratamento B,AC
True,Agente de viagens,529.038.764-10,Ck-7286725,marcos-viniciusmoraes@novaes.br,Cardiologia,3,https://placekitten.com/870/1015,ee2849f8-665d-40c8-aeeb-4c2dd3e24605,Dra. Lara Carvalho,14056246-9f6f-44db-b323-32190b5b77a3,85383,F,vianathales,Tratamento B,AM
False,Jogador de vôlei,923.654.017-16,bD-1586084,bruna29@uol.com.br,Ginecologia,3,https://placekitten.com/54/338,b01a4151-37bd-426b-9b69-aad49c619c6b,Emanuel Monteiro,ce846f4b-f40b-4a41-9710-97dce6fde7b6,89940,M,qda-mota,Tratamento C,PE
False,Engenheiro de materiais,354.019.278-60,BZ-4423295,qfernandes@cunha.com,Ortopedia,4,https://www.lorempixel.com/46/758,f0920838-3f5b-40e9-bcd4-eb65a8d4d53f,Isaac da Paz,271d207a-f39c-49b3-877d-14a3504dc02e,20057,F,maysa20,Tratamento C,PE
True,Médico nuclear,257.981.304-79,xS-6006007,manuelada-costa@uol.com.br,Ginecologia,5,https://www.lorempixel.com/740/611,0d060561-6ddf-4fe0-8b26-ed71f476c3ff,Otávio Santos,22279722-ef70-4a8e-aad7-c4449978ba94,23106,M,alice36,Tratamento B,PA
